Job_ID,Date,Company Name,Job_Title,Location,Description,Link
28,12/24/2021,Jobs via eFinancialCareers ,"Java Full Stack Developer, Associate ","Singapore, Singapore","As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.  This role requires a wide variety of strengths and capabilities, including:  BS/BA degree in Computer Science or Information Technology 4 or more years of experience with full stack Java application development and distribution, including frameworks like Spring, JPA, Java 11 features, REST services Experience with SQL based databases like MySql/Oracle Advanced knowledge of application, data, and infrastructure architecture disciplines Exposure to Cloud based application development platform such as Cloud Foundry/AWS or container based such as Kubernetes Working proficiency in developmental toolsets Knowledge of industry-wide technology trends and best practices Ability to work in large, collaborative teams to achieve organizational goals  Additional Preferred Skills  Understanding and knowledge of Data Engineering/Analytics and Machine Learning Hands-on experience in frameworks such as Junit, Mockito, Jest ",https://linkedin.com/jobs/view/2854001051/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CK1BkiXdcknkUohcdfjnxA%3D%3D&trackingId=LJkhzNemZl4fc7Aprz9jaQ%3D%3D&trk=flagship3_search_srp_jobs
29,12/24/2021,Xtremax ,Senior Web Developer ,"Singapore, Singapore","This job is sourced from a job board. Learn more This is a good IT position for someone with programming experience and a real passion for technology. As a Senior Web Developer, you will be responsible for the development of web applications, assisting with new web-based developments, responding to issues and addressing general day-to-day programming issues.  Responsibilities  Development of web based solution Collaborate in a Team-Based environment with Source Codes Management Systems Develop test plans and cases, as well as, the technical and functional documentations according to the adopted methodologies.  Requirements  Well versed in technologies Knowledge in either C# or Java is required Strong programming skills gained from commercial role, your studies or similar A good understanding of HTML Prior relevant experience in this role would be highly preferred  By submitting your resume/CV, you consent and agree to allow the information provided to be used and processed by or on behalf of Xtremax Pte Ltd for purposes related to your registration of interest in current or future employment with us and for the processing of your application for employment. The personal data held by us relating to your application will be kept strictly confidential and in accordance with the PDPA. You may also refer to our Privacy Policy for more details here: https://www.xtremax.com/privacy-policy""  We regret to inform you that should you not consent to providing the necessary data required for us to process your application, we will potentially not be able to offer you the job  Desired Skills and Experience HTML, JavaScript, HTML5, UI, Ruby, Web Developer, Web Applications, Java, Animation, C#, Accessibility, Web Development, Layout, Field Work, Software Development, jQuery ",https://linkedin.com/jobs/view/2853985457/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CK1BkiXdcknkUohcdfjnxA%3D%3D&trackingId=zXVmcQpjSXcCR1jVVPxeNw%3D%3D&trk=flagship3_search_srp_jobs
30,12/24/2021,Before The Panel Pte Ltd ,Web Developer (digital creative agency) ,"Singapore, Singapore On-site","This job is sourced from a job board. Learn more We are partnering with an established, award-winning creative agency to fill a fast-expanding team. Expect to work in an environment characterised by bonhomie & a desire to produce sincere good work.  You will be right in the centre of the development of varied projects on multiple platforms - from start to finish.  Minimum Operating Specs  Strength in: HTML5, CSS3, JS Framework/ Library; Bootstrap & other Responsive Frontend Frameworks Proven prowess for cross-platform & cross-browser web development + ability to translate ideas into clean & reliable code that is easy to comprehend & modify Knowledge & experience in: Git / development & optimisation tools / compatibility quirks across browsers Ability to implement SEO & Web Standards  Other Requirements  (+/-) 2 years of experience in frontend development Equal abilities at analysis & communication (an idea in the cloud is worth more on the table)  Knowledge In The Following Is a Bonus  ECM & CMS Laravel or other PHP Frameworks AWS Server Administration Friendly with Photoshop + ability to create animation for web  Your Application  Apply at www.beforethepanel.com/people (PREFERRED) or email belinda[at]beforethepanel[dot]com with your CV, current salary & date of availability.  Salary: $3,000 to (+) $4,000/ month; flexible & commensurate with aptitude & experience  Only shortlisted applicants will be contacted.  Â© 2021 BEFORE THE PANEL PTE LTD All Rights Reserved - this may only be reproduced/ reprinted in its entirety; no part may be copied or reproduced without mention of the Company name  Job Posted By  Before The Panel Pte Ltd, EA Licence No. 17C8734  Belinda Au Yong Chiu Kuan, Regn. ID: 1653030  Desired Skills and Experience Optimisation, Git, Web Standards, CSS3, PHP, Creative Design Agency, AWS, Bootstrap, HTML5, full service agency, Good Communication Skills, Cross-browser Compatibility, Laravel, Creative Services, Communication Skills, JS frameworks, SEO, Creative Thinking, Web Development, Front End developer ",https://linkedin.com/jobs/view/2853990116/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CK1BkiXdcknkUohcdfjnxA%3D%3D&trackingId=RRZJLoc%2F6vP4w1TyJo7awg%3D%3D&trk=flagship3_search_srp_jobs
31,12/23/2021,CFB Bots Pte Ltd ,Full Stack Developer ,"Singapore, Singapore On-site","This job is sourced from a job board. Learn more CFB Bots is a technology service provider specializing in Intelligent Automation (IA). We partner with large enterprises in their Digital Transformation journey and help them and their employees thrive in the Future of Work. Our mission is to co-create the Digital Workforce of the Future, and our vision is to make work enjoyable. For more information, please visit www.cfb-bots.com.  We are looking for a Full Stack Developer to build robust and scalable software solutions. Youll be responsible for the full software development life cycle, from conception to deployment.  As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries.  Responsibilities  Work with project team to ideate software solutions Propose and develop new products or features with evolving cutting-edge technologies Design client-side and server-side architecture Build the front-end of applications through appealing visual design and write effective application programming interface Test, troubleshoot, debug and upgrade software Implement security and data protection settings Write technical documentation Build reusable code and libraries for future use  Requirements  Degree in Computer Science or equivalent qualification Proven experience as a Full Stack Developer or similar role Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) Proficient with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design Desire to learn and adapt to new technologies Ability to work independently and effectively in a team Strong attention to detail, analytical and love solving problems Excellent communication skills and project management skills Ability to work in a fast-paced environment   Desired Skills and Experience ReactJS, Ability To Work Independently, NodeJS, MySQL, HTML/CSS, Python, Java, C#, jQuery, Positive Can-do Attitude ",https://linkedin.com/jobs/view/2852825864/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=RHx8p7evu2CZFTqRtNfAFQ%3D%3D&trackingId=SNxVS0SHwCdvjqwA1syxHA%3D%3D&trk=flagship3_search_srp_jobs
32,12/23/2021,Manpower Singapore ,Java Full Stack Developer ,"Singapore, Singapore On-site","Job description: Responsible for the development of new features and improvements of applications for electronic payments platform, provides application software development services or technical support typically in a defined project, develops program logic for new applications or analyzes and modifies logic in existing applications, codes, tests, debugs and documents software applications, ensures that system improvements are successfully implemented, demonstrates an understanding of C2P systems and the financial services industry, analyzes requirements, and translates business requirements into product designs, writes technical specifications and other forms of documentation, conducts planning, analysis and forecasting activities to plan projects and tasks, an understanding of agile methodologies and practices may provide leadership and/or guidance to other technical professionals.    Job Requirement:      Bachelor's or Master's degree in Computer Science, Information Systems or the equivalent combination of education, training, or work experience, Experienced building out a services platform or integration development. About 6 years of applications development experience, Excellent Java skills with a standard market framework of development (Spring, Spring Rest, Spring Boot) Good experience on UI development (React, Angular, Vue.js) Excellent experience on micro-services and API architectures (using gRpc or asynchronous patterns/tools like Kafka, Rabbit MQ) Excellent SQL skills Good experience on testing factory tool (Cucumber, Selenium) Good knowledge on Docker/Kubernetes technologies, Good experience of DevOps CI/CD (GitLab, Jenkins, Maven, SonarQube, ArgoCD) Passionate on one or more of these languages: CloudNative Java, C#, Go, C++, Python, Kotlin, R or Node.js Passionate on cloudnative technologies such as Kubernetes and Docker. Understanding of Agile   Rvin James Murillo Andalan EA License No.: 02C3423 Personnel Registration No.: R1331697       Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy ",https://linkedin.com/jobs/view/2849223857/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=HPErWoguZiBNsD%2BXE3ewFg%3D%3D&trk=flagship3_search_srp_jobs
33,12/23/2021,TEKsystems ,Back-end Web Developer ,"Singapore, Singapore On-site","Back-end web developer required for a one of the top Fintech MNC in the world that is trying to expand its presence in Singapore.  Role  You Will Be Supporting These Functions  Solid understanding of functional (FP) programming in Java Deep understanding of Proxy Servers, Application Protocols & Network stack Creating RESTful web services /API's using Java & Node.js with or without framework assistance Experience with designing both relational and non-relational databases and optimizing database structure for performance and/or maintainability and the ability to design and optimize queries. Experience with source control, work item tracking, and build management with Git (or similar). Passion about building high-quality systems with software implementation best practices. Eagerness to learn and work outside your technology comfort zone. Experience with distributed micro-service design principles, service-oriented architectures. Hands-on experience building scalable web applications, in particular high frequency and low latency web applications with optimal memory management, performance, and scalability as a key focus. Large scale data processing  Essential  Skills  Minimum 3 year of web development experience with any JavaScript Framework like React.js (preferred), Angular.js, Vue.js, etc. Working experience of ES6 and above, Html5, CSS3 Working experience in API development experience with Node.js is a plus Working experience with Swagger (Open API Spec), OAuth, JWT, REST, JSON etc. is a plus Knowledge in microservices API first development, API gateway & API Orchestration is a plus Working knowledge on Reactive/Functional Programming Exposure to the other frameworks and programming languages like Java, Python, Golang is a plus Strong understanding of design patterns and best practices in JavaScript Solid understanding of how to use tools like Git, Jira and Jenkins Solid understanding of JS unit testing frameworks Proven ability to quickly grasp the implications of evolving industry trends & technology intersects Exceptional communication, organization and presentation skills Experience working with Agile or Scaled Agile Framework is required Knowledge on Data modeling, Database integration and SQL  Bonus  Applications 2nd level support CRM  We regret to inform you that only shortlisted candidates will be notified / contacted  For more information you can email Aiden Peh in our Singapore office on aiden.peh@teksystems.com quoting Job Reference AidenPeh527358 or alternatively, apply here to register your interest.  http://jobs.en-sg.teksystems.com/3lmvzv/back-end-web-developer-itcommunications-singapore-singapore-14904045  EA Registration No.: R21101187, Aiden Peh Chaojun  Allegis Group Singapore Pte Ltd, Company Reg No. 200909448N, EA License No. 10C4544 ",https://linkedin.com/jobs/view/2731830246/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=9bZakc9FIvUwpHfjswdQlw%3D%3D&trk=flagship3_search_srp_jobs
34,12/23/2021,TEKsystems ,Back-end Web Developer ,"Singapore, Singapore On-site","Back-end web developer required for a very attractive large, globally iconic MNC that is growing its presence in Singapore.  Role  You Will Be Supporting These Functions  Solid understanding of functional (FP) programming in Java Deep understanding of Proxy Servers, Application Protocols & Network stack Creating RESTful web services /API's using Java & Node.js with or without framework assistance Experience with designing both relational and non-relational databases and optimizing database structure for performance and/or maintainability and the ability to design and optimize queries. Experience with source control, work item tracking, and build management with Git (or similar). Passion about building high-quality systems with software implementation best practices. Eagerness to learn and work outside your technology comfort zone. Experience with distributed micro-service design principles, service-oriented architectures. Hands-on experience building scalable web applications, in particular high frequency and low latency web applications with optimal memory management, performance, and scalability as a key focus. Large scale data processing  Essential  Skills  Minimum 3 year of web development experience with any JavaScript Framework like React.js (preferred), Angular.js, Vue.js, etc. Working experience of ES6 and above, Html5, CSS3 Working experience in API development experience with Node.js is a plus Working experience with Swagger (Open API Spec), OAuth, JWT, REST, JSON etc. is a plus Knowledge in microservices API first development, API gateway & API Orchestration is a plus Working knowledge on Reactive/Functional Programming Exposure to the other frameworks and programming languages like Java, Python, Golang is a plus Strong understanding of design patterns and best practices in JavaScript Solid understanding of how to use tools like Git, Jira and Jenkins Solid understanding of JS unit testing frameworks Proven ability to quickly grasp the implications of evolving industry trends & technology intersects Exceptional communication, organization and presentation skills Experience working with Agile or Scaled Agile Framework is required Knowledge on Data modeling, Database integration and SQL  Bonus  Applications 2nd level support CRM  We regret to inform you that only shortlisted candidates will be notified / contacted  For more information you can email Aiden Peh in our Singapore office on aiden.peh@teksystems.com quoting Job Reference AidenPeh527931 or alternatively, apply here to register your interest.  http://jobs.en-sg.teksystems.com/tWb0jv/back-end-web-developer-itcommunications-singapore-singapore-14904056  EA Registration No.: R21101187, Aiden Peh Chaojun  Allegis Group Singapore Pte Ltd, Company Reg No. 200909448N, EA License No. 10C4544 ",https://linkedin.com/jobs/view/2731829311/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=C29M4mVoiBzhDxIZ%2BzyDjg%3D%3D&trk=flagship3_search_srp_jobs
35,12/23/2021,CyberLitmus ,Senior Full-Stack Web Engineer ,"Singapore, Singapore On-site","Posted by  Kian Chong Lee  Cybersecurity | Blockchain | Education | Tech  Send InMail  We specialise in cybersecurity human risk management. We help businesses to defend against social engineering with a data-driven platform to simulate a range of human attack vectors such as phishing, and a curated learning design methodology to drive behavioural change.     About The Role     As our senior full-stack web engineer, your focus will be on improving our platform. You will be working on improving the platform, in terms of further streamlining the user experience, and also continually adding new features to improve the capabilities of the platform.     In addition to development, you will be involved in the technical design decisions with regard to the platform, in terms of the system's architecture, performance, and quality. A key area of focus will be in ensuring that the codebase continues to be robust and maintainable. As the team grows, you will also be involved in guiding newer members of the team, to introduce them to the technical aspects of the platform.     You will be one of the early members of the core engineering team.     What You'll Be Doing     - Conceptualize the user journey  - Implement the UI/UX in your app  - Architect the backend and its APIs  - Connect your app to backend services  - Write automated tests for the backend services  - Be able to debug and test your code     Skills You'll Need     - Familiarity with system architecture and design trade-offs  - Familiarity with databases and ORMs  - Familiarity with system performance considerations  - Familiarity with concerns regarding cross-browser compatibility  - Go (Golang) (or close equivalents)  - Angular and TypeScript (or close equivalents)  - JavaScript  - HTML/CSS/SCSS  - Source code revision control (e.g. Git), code building and deployment     Skills We Appreciate, But Aren't Absolutely Necessary     - Familiarity with code specification and generation tools (e.g. Swagger) ",https://linkedin.com/jobs/view/2849758188/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=PZD6vwhqbZKC2SDylbmKfg%3D%3D&trk=flagship3_search_srp_jobs
36,12/23/2021,Jobs via eFinancialCareers ,Full Stack Developer - (Data Engineering) ,"Singapore, Singapore","The Data Engineering organization aims to make data a strategic asset for the enterprise by providing a platform that enables the structuring, management, integration, control, discovery, usage, and governance of our Data Assets.  Data Model Engineering provides the platform that unlocks the firm's data by providing the means to describe, access and manipulate it. It is the heart of a data-centric approach to application development. We engineer modelling languages, Software Development Lifecycle tools, large-scale operational services and portals for access and analysis to achieve this.  Data Model Engineering is part of the Data Engineering platform whose purpose is to extract the maximum value from the firm's data at all stages of its life. The team leverages a wide variety of cutting edge technologies including Java, JavaScript, Spark, Apache Flink, Kafka, SQL, and OLAP platforms.  Our team design, build, and operate the firm's Legend data platform in the AWS and GCP clouds.Legend is a data management and data governance platform that provides both engineers and non-engineers a single solution to develop data-centric applications and derive data-driven insights. Legend automates some of the most difficult data governance challenges and provides self-service tools to democratize data and analytics. It is available as an open source platform through GitHub ready to be used by our clients and the world fully open and free of charge. As a member of the Data Engineering team, you will be able to work on this open sourced platform which not only brings real, tangible value for Goldman Sachs but also our peers and clients as well as greater standardization and efficiency across the entire financial industry.  Across the team we have various projects that aim to:  curate, design and catalog high quality data models for reliable data access build highly scalable data processing logic for use across a wide range of data sets and applications build tooling to support the maintenance of the curated data sets & maintain data quality provide data-driven insight and decision-making critical to GS's business processes HOW WILL YOU FULFILL YOUR POTENTIAL  Define, design and build analytics and tools to manage and organize the metadata to help the firm discover and understand its data Participate in design discussions and reviews to shape the evolution of the data platform Support and educate our clients in their use of the platform BASIC QUALIFICATIONS/EXPERIENCE  3-5 years of hands on development experience(Java/Full stack) with exposure to the full software development life cycle Familiar with design patterns, domain driven design and other software development best practices Experience with JavaScript and at least one web application framework (React/Angular) Relational database experience (e.g. Sybase, UDB) and/or ORM frameworks. Strong analytical and problem solving skills Strong work ethic, a sense of ownership and urgency Excellent communications skills(written & oral) and the ability to work with subject matter experts Independent thinker, willing to engage, challenge or learn Ability to stay commercially focused and to always push for quantifiable commercial impact Strong team player, required to work extensively with other teams both locally and globally PREFERRED QUALIFICATIONS  Data visualization & data modelling experience. At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.  We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers .  We're committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https:// www.goldmansachs.com/careers/footer/disability-statement.html  Â© The Goldman Sachs Group, Inc., 2021. All rights reserved.  Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity ",https://linkedin.com/jobs/view/2852143231/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=RPl8GV8O6KYX0cTnSWpRxw%3D%3D&trk=flagship3_search_srp_jobs
37,12/23/2021,Jobs via eFinancialCareers ,Full Stack Developer - (Data Engineering) ,"Singapore, Singapore","The Data Engineering organization aims to make data a strategic asset for the enterprise by providing a platform that enables the structuring, management, integration, control, discovery, usage, and governance of our Data Assets.  Data Model Engineering provides the platform that unlocks the firm's data by providing the means to describe, access and manipulate it. It is the heart of a data-centric approach to application development. We engineer modelling languages, Software Development Lifecycle tools, large-scale operational services and portals for access and analysis to achieve this.  Data Model Engineering is part of the Data Engineering platform whose purpose is to extract the maximum value from the firm's data at all stages of its life. The team leverages a wide variety of cutting edge technologies including Java, JavaScript, Spark, Apache Flink, Kafka, SQL, and OLAP platforms.  Our team design, build, and operate the firm's Legend data platform in the AWS and GCP clouds. Legend is a data management and data governance platform that provides both engineers and non-engineers a single solution to develop data-centric applications and derive data-driven insights. Legend automates some of the most difficult data governance challenges and provides self-service tools to democratize data and analytics. It is available as an open source platform through GitHub ready to be used by our clients and the world fully open and free of charge. As a member of the Data Engineering team, you will be able to work on this open sourced platform which not only brings real, tangible value for Goldman Sachs but also our peers and clients as well as greater standardization and efficiency across the entire financial industry.  Across the team we have various projects that aim to:  curate, design and catalog high quality data models for reliable data access build highly scalable data processing logic for use across a wide range of data sets and applications build tooling to support the maintenance of the curated data sets & maintain data quality provide data-driven insight and decision-making critical to GS's business processes HOW WILL YOU FULFILL YOUR POTENTIAL  Define, design and build analytics and tools to manage and organize the metadata to help the firm discover and understand its data Participate in design discussions and reviews to shape the evolution of the data platform Support and educate our clients in their use of the platform BASIC QUALIFICATIONS/EXPERIENCE  3-5 years of hands on development experience(Java/Full stack) with exposure to the full software development life cycle Familiar with design patterns, domain driven design and other software development best practices Experience with JavaScript and at least one web application framework (React/Angular) Relational database experience (e.g. Sybase, UDB) and/or ORM frameworks. Strong analytical and problem solving skills Strong work ethic, a sense of ownership and urgency Excellent communications skills(written & oral) and the ability to work with subject matter experts Independent thinker, willing to engage, challenge or learn Ability to stay commercially focused and to always push for quantifiable commercial impact Strong team player, required to work extensively with other teams both locally and globally PREFERRED QUALIFICATIONS  Data visualization & data modelling experience. At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.  We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers .  We're committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https:// www.goldmansachs.com/careers/footer/disability-statement.html  Â© The Goldman Sachs Group, Inc., 2021. All rights reserved.  Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity ",https://linkedin.com/jobs/view/2852141471/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9lQ1vGwyVNynXPUJuUExrA%3D%3D&trackingId=NT4UCktpGPNjXqqYq%2BHaMg%3D%3D&trk=flagship3_search_srp_jobs
38,12/22/2021,Kammoran Hass & Ko. ,AWM - Fullstack Developer - Associate ,"Singapore, Singapore","The role is in a critical front office facing application which is across many asset classes including Fixed Income, Hedge Funds, Mutual Funds and Equities etc. As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.  Responsibilities  Will be part of high-caliber development team that works closely with business stakeholders in wealth management side to deliver end to end solutions Able to work individually or as part of co-located team/globally distributed team to achieve on time delivery of projects Will be responsible for full software development life cycle -Requirement gathering, design, coding, deployment management, production issue management Adhere to best development standards e.g. TDD/BDD, CICD Deliver high quality code including 90%+ Code coverage Build cloud native applications using private, public, hybrid cloud technologies Willingness to learn and adopt to new technology and tool sets Learn finance domain to work closely with business stakeholders  Requirements  Bachelor's degree or above 5 or more years of software development experience using Java tech stack, including but not limited to: Core Java, Spring or Spring Boot, Junit, Mockito Experience with one or more UI technologies, preferably Angular or React Experience with one or more database technologies, e.g. Oracle, Sybase and ArangoDB Experience in building REST APIs Knowledge of test-driven development and testing frameworks Knowledge of one or more cloud technologies like Cloud foundry, AWS Knowledge of one or more messaging technologies, e.g. Kafka, IBM MQ Knowledge of data formats like JSON, XML Experience in Agile development methodologies Experience in version control tools like SVN, GIT Ability to innovate, High level of motivation to get things delivered Strong interpersonal skills and team building attitude  Good to have  Experience in Wealth Management domain Knowledge on container technologies like Kubernetes, Docker Knowledge on building Micro services Experience with distributed caches like GemFire, ehCache, Hazelcast Knowledge on monitoring tools like Splunk, Dynatrace  J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.  We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. ",https://linkedin.com/jobs/view/2848267450/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CSn%2BNf5DYOYfz9MkKkkkVQ%3D%3D&trackingId=Klqdol%2BaedEgh2fNTuFnmQ%3D%3D&trk=flagship3_search_srp_jobs
39,12/22/2021,Kammoran Hass & Ko. ,AWM - Fullstack Developer - Associate ,"Singapore, Singapore","The role is in a critical front office facing application which is across many asset classes including Fixed Income, Hedge Funds, Mutual Funds and Equities etc. As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.  Responsibilities  Will be part of high-caliber development team that works closely with business stakeholders in wealth management side to deliver end to end solutions Able to work individually or as part of co-located team/globally distributed team to achieve on time delivery of projects Will be responsible for full software development life cycle -Requirement gathering, design, coding, deployment management, production issue management Adhere to best development standards e.g. TDD/BDD, CICD Deliver high quality code including 90%+ Code coverage Build cloud native applications using private, public, hybrid cloud technologies Willingness to learn and adopt to new technology and tool sets Learn finance domain to work closely with business stakeholders  Requirements  Bachelor's degree or above 3 or more years of software development experience using Java tech stack, including but not limited to: Core Java, Spring or Spring Boot, Junit, Mockito Experience with one or more UI technologies, preferably Angular or React Experience with one or more database technologies, e.g. Oracle, Sybase and ArangoDB Experience in building REST APIs Knowledge of test-driven development and testing frameworks Knowledge of one or more cloud technologies like Cloud foundry, AWS Knowledge of one or more messaging technologies, e.g. Kafka, IBM MQ Knowledge of data formats like JSON, XML Experience in Agile development methodologies Experience in version control tools like SVN, GIT Ability to innovate, High level of motivation to get things delivered Strong interpersonal skills and team building attitude  Good to have  Experience in Wealth Management domain Knowledge on container technologies like Kubernetes, Docker Knowledge on building Micro services Experience with distributed caches like GemFire, ehCache, Hazelcast Knowledge on monitoring tools like Splunk, Dynatrace  J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.  We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. ",https://linkedin.com/jobs/view/2848270265/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CSn%2BNf5DYOYfz9MkKkkkVQ%3D%3D&trackingId=YVz7%2FZALPTMJJmr29a3W%2FQ%3D%3D&trk=flagship3_search_srp_jobs
